4.043314e+00,3.635110e+00,-1.657647e+00,1.051847e+00,1.494362e+00,2.841176e-01,1.519695e+00,5.044002e-01,2.432166e-01,-9.212611e-01,-2.826835e-02,-9.818117e-01,-3.203707e-01,7.421425e-01,6.415750e-01,2.026056e-01,2.851670e-01,1.422471e-01,5.233246e-01,2.689060e-01,4.349969e-02,2.721034e-02,-1.468699e-01,3.555728e-01,-4.236069e-02,9.994513e-02,-2.062446e-02,-5.635273e-02,-5.548157e-01,1.788753e-01,1.888989e-01,-8.791690e-02,-3.669280e-01,7.266521e-02,1.992989e-01,-1.687366e-01,-1.011658e-02,-1.296908e-01,-1.203815e-01,-1.659336e-01,1.730106e-02,1.744482e-01,3.905518e-02,1.227736e-02,-3.962167e-02,2.993304e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-4.203249e+00,1.894511e+00,-2.234202e+00,-7.182612e-01,-3.517686e+00,3.907070e-01,-2.528158e-01,2.116681e+00,-2.349297e-01,1.562910e-01,-1.849333e+00,-4.455026e-01,1.332789e+00,1.026727e+00,-1.105282e-01,4.804845e-01,-7.608810e-03,1.969613e+00,-1.682861e+00,-3.557920e-01,1.605679e+00,5.697373e-01,1.508117e-01,2.103669e-01,-1.594315e-01,-1.296719e+00,-8.383153e-02,1.649232e-01,-3.459389e-01,-5.567792e-01,-3.299340e-01,-2.124804e-01,-5.559164e-01,3.977563e-01,-1.470248e-01,-4.266340e-01,4.316870e-01,-3.716559e-01,-4.089084e-01,-4.248028e-01,5.960752e-01,3.685548e-01,3.745743e-01,3.711000e-01,-1.933861e-01,-4.767366e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.209540e-01,-2.350664e+00,-3.605017e+00,-6.160373e-01,1.838224e+00,3.141371e-01,-7.921225e-01,4.582074e-01,8.012719e-02,2.984532e-03,3.551334e-01,-3.229999e-01,-1.515520e-01,-2.768892e-01,1.321992e-01,2.581248e-01,-2.699518e-01,-1.855620e-01,9.914304e-03,-2.812408e-01,1.629986e-01,-1.773532e-01,1.947081e-01,1.195249e-01,-8.341990e-02,-1.292796e-01,1.031733e-02,-3.018393e-01,3.226159e-03,4.322957e-01,-2.614318e-02,3.486363e-01,1.722689e-02,8.952368e-02,2.597170e-01,-1.297474e-01,7.247064e-02,-1.906796e-01,-1.293887e-02,-8.730798e-02,-4.412147e-02,-1.643846e-01,3.448316e-01,4.686381e-01,2.146072e-01,-1.519644e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-2.595925e+00,3.895880e+00,5.114679e-01,4.522377e-01,3.446502e+00,-9.814362e-01,-7.203501e-02,-2.091208e-01,-1.383463e-01,-7.162261e-01,4.142914e-01,-2.596848e-01,4.521276e-01,-2.797490e-01,-5.294462e-02,3.264515e-01,3.648952e-01,-9.945095e-01,2.360135e-01,4.169205e-01,3.742216e-02,4.955858e-01,4.700283e-01,-7.521173e-01,-1.865041e-01,-3.487868e-01,-9.671813e-02,2.380437e-01,-5.961015e-01,4.365757e-01,-6.430748e-01,-2.739908e-01,4.315509e-01,-2.115763e-01,3.282495e-01,-5.238346e-01,-5.160929e-01,-7.626522e-02,-3.156629e-01,-2.513737e-01,-1.788422e-01,-5.115007e-02,-4.294022e-01,-2.360958e-01,-2.288797e-03,-6.072289e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.853241e-01,9.720906e-02,1.792069e+00,-3.195188e+00,-4.563817e-01,-1.817668e+00,-1.126147e+00,-1.750979e-02,3.030232e-01,-7.380570e-01,8.847374e-01,-1.433624e-01,-6.227690e-01,-1.589283e-01,-1.265568e-01,-4.088266e-01,2.769101e-01,7.413233e-01,-3.557583e-01,-2.616465e-02,-2.810615e-01,-2.187804e-01,-1.404059e-01,2.877642e-01,-2.380267e-01,9.922497e-02,-2.469008e-01,-4.780040e-02,2.349917e-01,1.043146e-01,-4.421831e-01,-3.474610e-01,3.318262e-02,-1.973766e-01,-3.544750e-02,2.697051e-01,-1.300861e-01,-1.734014e-01,-9.328016e-02,8.307174e-02,6.596616e-02,-5.089618e-01,-5.251400e-02,-1.006695e-01,-4.877047e-02,3.465499e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.895220e-01,-2.751119e+00,-4.393379e+00,-1.201872e-01,2.265042e+00,3.995210e-01,-7.920592e-01,1.329685e+00,-8.643237e-01,3.229734e-01,1.525426e-01,-4.497706e-01,-7.242457e-01,-5.696962e-01,-1.426193e-02,9.505942e-02,9.685720e-03,-3.893764e-01,-1.151732e-01,5.596661e-02,1.775903e-01,-1.524848e-01,-8.758567e-02,-1.647262e-01,-3.272558e-01,4.874599e-01,1.268200e-01,-9.149331e-02,1.441165e-01,5.057507e-01,1.420419e-01,1.579072e-01,-2.384652e-01,-3.467956e-01,1.093482e-01,-3.217553e-01,-2.414841e-01,-3.294692e-01,1.119598e-01,-8.523268e-03,-3.339239e-02,6.232026e-02,-4.664837e-02,5.644738e-02,1.241793e-01,-4.504852e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.975166e+00,-1.808029e+00,2.584347e+00,-1.221435e+00,-1.694238e-01,8.610331e-01,-1.212732e+00,7.235384e-01,6.251322e-01,-5.217530e-01,-1.110296e+00,-5.153050e-02,7.124350e-01,3.338670e-01,-2.760692e-01,-1.047294e+00,-1.799291e-01,-1.036672e+00,4.489976e-01,2.923744e-01,9.890767e-02,8.540997e-01,3.624154e-01,-3.473608e-01,4.322150e-01,-7.735420e-02,-9.375785e-02,-1.674406e-01,6.430805e-02,-1.604416e-01,-3.091581e-01,-4.297272e-01,-5.335754e-01,2.882597e-01,3.645547e-01,2.520032e-01,-5.834899e-01,-3.600817e-01,4.337610e-01,1.641860e-01,-2.133015e-01,3.181122e-01,-1.355347e-01,1.066284e-01,-1.393397e-02,-8.392334e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.265361e+00,-7.451203e-01,8.310402e-01,-3.172788e-01,-2.410715e-01,-5.253585e-01,-2.842268e-01,-7.440053e-01,-2.106237e-02,6.699396e-01,1.678632e-01,1.018713e+00,1.112326e+00,4.157193e-01,4.314821e-01,-4.229958e-02,-2.511754e-01,7.243972e-01,1.544462e-01,-2.981478e-01,-2.595291e-01,3.141283e-01,4.152112e-02,-6.541985e-02,-1.421094e-01,3.696103e-01,-4.041510e-01,3.299418e-01,-2.713950e-01,2.918913e-01,3.923492e-02,7.645770e-01,5.600572e-01,-1.069134e-01,1.738062e-01,-2.061825e-01,3.125381e-01,1.948619e-01,-3.626642e-01,-6.386185e-02,9.442294e-02,9.073231e-02,2.416905e-01,-3.825610e-01,-2.506501e-01,-7.324784e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
-1.672334e+00,-2.798498e-01,1.990617e+00,-1.455433e+00,4.671404e-01,9.987759e-01,1.426272e+00,7.924956e-01,1.095382e+00,1.464622e+00,8.490671e-01,-8.353074e-02,-6.379705e-01,-9.147073e-01,-3.942667e-02,-3.904706e-02,8.293343e-01,1.458319e+00,9.673049e-01,-2.124319e-01,-1.005857e+00,2.140732e-01,9.115457e-02,-4.936811e-01,2.938005e-01,5.967755e-01,6.861050e-02,3.280021e-01,1.517130e+00,2.887035e-01,-3.388670e-02,-4.423605e-01,-6.707583e-01,5.376432e-01,7.752163e-01,-1.866253e-02,-4.248420e-02,2.074703e-01,-3.475675e-01,-3.630541e-02,4.294681e-01,1.847720e-01,-8.496514e-01,7.269182e-01,-5.306006e-02,7.928172e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.321652e+00,1.465938e-01,1.757928e+00,-1.832001e-01,1.146730e+00,1.138427e+00,-6.942121e-01,2.970886e-02,-7.460993e-01,8.928664e-01,-1.545897e+00,-7.378628e-01,4.315506e-01,-3.215364e-01,-2.213890e-01,5.919246e-01,-3.746855e-01,-5.645757e-01,-3.376065e-01,1.091802e-01,1.210949e+00,-1.515165e-01,4.400681e-01,-1.434795e-01,4.354114e-01,3.224390e-01,-1.391569e-01,-2.168232e-01,5.786544e-01,5.246102e-02,3.016735e-01,-3.144034e-02,-2.119170e-01,3.642883e-01,-3.043282e-01,1.361344e-01,2.488826e-01,-2.518838e-01,-8.615156e-01,-1.014479e-01,-1.418569e-01,-3.455862e-01,-2.549040e-01,3.835179e-01,-5.284599e-02,6.326220e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
